LAUS_code,state_fips,county_fips,county_state,year,labor_force,employed,unemployed,unemployment_rate
CN5103300000000,51,033,"Caroline County, VA",2005,12895,12365,530,4.1
CN5103500000000,51,035,"Carroll County, VA",2005,14441,13567,874,6.1
CN5103600000000,51,036,"Charles City County, VA",2005,3769,3591,178,4.7
CN5103700000000,51,037,"Charlotte County, VA",2005,5457,4975,482,8.8
CN5104100000000,51,041,"Chesterfield County, VA",2005,158953,153521,5432,3.4
CN5104300000000,51,043,"Clarke County, VA",2005,7751,7535,216,2.8
CN5104500000000,51,045,"Craig County, VA",2005,2506,2401,105,4.2
CN5104700000000,51,047,"Culpeper County, VA",2005,19064,18386,678,3.6
CN5104900000000,51,049,"Cumberland County, VA",2005,4464,4276,188,4.2
CN5105100000000,51,051,"Dickenson County, VA",2005,5746,5348,398,6.9
CN5105300000000,51,053,"Dinwiddie County, VA",2005,12631,12069,562,4.4
CN5105700000000,51,057,"Essex County, VA",2005,5405,5133,272,5
CN5105900000000,51,059,"Fairfax County, VA",2005,569143,553380,15763,2.8
CN5106100000000,51,061,"Fauquier County, VA",2005,35476,34454,1022,2.9
CN5106300000000,51,063,"Floyd County, VA",2005,7112,6828,284,4
CN5106500000000,51,065,"Fluvanna County, VA",2005,12819,12396,423,3.3
CN5106700000000,51,067,"Franklin County, VA",2005,25400,24403,997,3.9
CN5106900000000,51,069,"Frederick County, VA",2005,38355,37188,1167,3
CN5107100000000,51,071,"Giles County, VA",2005,8381,7918,463,5.5
CN5107300000000,51,073,"Gloucester County, VA",2005,19839,19178,661,3.3
CN5107500000000,51,075,"Goochland County, VA",2005,10364,10029,335,3.2
CN5107700000000,51,077,"Grayson County, VA",2005,7425,7050,375,5.1
CN5107900000000,51,079,"Greene County, VA",2005,9676,9371,305,3.2
CN5108100000000,51,081,"Greensville County, VA",2005,3946,3717,229,5.8
CN5108300000000,51,083,"Halifax County, VA",2005,15861,14814,1047,6.6
CN5108500000000,51,085,"Hanover County, VA",2005,53618,51903,1715,3.2
CN5108700000000,51,087,"Henrico County, VA",2005,156856,151114,5742,3.7
CN5108900000000,51,089,"Henry County, VA",2005,25593,23765,1828,7.1
CN5109100000000,51,091,"Highland County, VA",2005,1187,1142,45,3.8
CN5109300000000,51,093,"Isle of Wight County, VA",2005,17413,16721,692,4
CN5109500000000,51,095,"James City County, VA",2005,28850,27870,980,3.4
CN5109700000000,51,097,"King and Queen County, VA",2005,3273,3134,139,4.2
CN5109900000000,51,099,"King George County, VA",2005,9482,9137,345,3.6
CN5110100000000,51,101,"King William County, VA",2005,7930,7631,299,3.8
CN5110300000000,51,103,"Lancaster County, VA",2005,5231,4914,317,6.1
CN5110500000000,51,105,"Lee County, VA",2005,9262,8760,502,5.4
CN5110700000000,51,107,"Loudoun County, VA",2005,147513,143637,3876,2.6
CN5110900000000,51,109,"Louisa County, VA",2005,15138,14544,594,3.9
CN5111100000000,51,111,"Lunenburg County, VA",2005,5598,5280,318,5.7
CN5111300000000,51,113,"Madison County, VA",2005,7186,6947,239,3.3
CN5111500000000,51,115,"Mathews County, VA",2005,4405,4262,143,3.2
CN5111700000000,51,117,"Mecklenburg County, VA",2005,13252,12373,879,6.6
CN5111900000000,51,119,"Middlesex County, VA",2005,5043,4851,192,3.8
CN5112100000000,51,121,"Montgomery County, VA",2005,43227,41555,1672,3.9
CN5112500000000,51,125,"Nelson County, VA",2005,7440,7180,260,3.5
CN5112700000000,51,127,"New Kent County, VA",2005,8809,8501,308,3.5
CN5113100000000,51,131,"Northampton County, VA",2005,5935,5606,329,5.5
CN5113300000000,51,133,"Northumberland County, VA",2005,6058,5742,316,5.2
CN5113500000000,51,135,"Nottoway County, VA",2005,6366,6051,315,4.9
CN5113700000000,51,137,"Orange County, VA",2005,14683,14175,508,3.5
CN5113900000000,51,139,"Page County, VA",2005,11475,10840,635,5.5
CN5114100000000,51,141,"Patrick County, VA",2005,8821,8193,628,7.1
CN5114300000000,51,143,"Pittsylvania County, VA",2005,31933,29745,2188,6.9
CN5114500000000,51,145,"Powhatan County, VA",2005,13532,13114,418,3.1
CN5114700000000,51,147,"Prince Edward County, VA",2005,8567,8039,528,6.2
CN5114900000000,51,149,"Prince George County, VA",2005,15067,14439,628,4.2
CN5115300000000,51,153,"Prince William County, VA",2005,189991,184395,5596,2.9
CN5115500000000,51,155,"Pulaski County, VA",2005,18052,17174,878,4.9
CN5115700000000,51,157,"Rappahannock County, VA",2005,4120,4003,117,2.8
CN5115900000000,51,159,"Richmond County, VA",2005,3494,3316,178,5.1
CN5116100000000,51,161,"Roanoke County, VA",2005,46730,45221,1509,3.2
CN5116300000000,51,163,"Rockbridge County, VA",2005,11256,10878,378,3.4
CN5116500000000,51,165,"Rockingham County, VA",2005,40326,39022,1304,3.2
CN5116700000000,51,167,"Russell County, VA",2005,12004,11262,742,6.2
CN5116900000000,51,169,"Scott County, VA",2005,9804,9252,552,5.6
CN5117100000000,51,171,"Shenandoah County, VA",2005,19561,18915,646,3.3
CN5117300000000,51,173,"Smyth County, VA",2005,15640,14858,782,5
CN5117500000000,51,175,"Southampton County, VA",2005,7545,7205,340,4.5
CN5117700000000,51,177,"Spotsylvania County, VA",2005,61990,60181,1809,2.9
CN5117900000000,51,179,"Stafford County, VA",2005,61669,59854,1815,2.9
CN5118100000000,51,181,"Surry County, VA",2005,3650,3461,189,5.2
CN5118300000000,51,183,"Sussex County, VA",2005,4426,4147,279,6.3
CN5118500000000,51,185,"Tazewell County, VA",2005,19551,18593,958,4.9
CN5118700000000,51,187,"Warren County, VA",2005,18642,18029,613,3.3
CN5119100000000,51,191,"Washington County, VA",2005,26015,24752,1263,4.9
CN5119300000000,51,193,"Westmoreland County, VA",2005,8140,7740,400,4.9
CN5119500000000,51,195,"Wise County, VA",2005,17296,16408,888,5.1
CN5119700000000,51,197,"Wythe County, VA",2005,15011,14309,702,4.7
CN5119900000000,51,199,"York County, VA",2005,30617,29612,1005,3.3
CN5151000000000,51,510,"Alexandria city, VA",2005,84891,82513,2378,2.8
CN5152000000000,51,520,"Bristol city, VA",2005,7767,7310,457,5.9
CN5153000000000,51,530,"Buena Vista city, VA",2005,3400,3262,138,4.1
CN5154000000000,51,540,"Charlottesville city, VA",2005,19849,19034,815,4.1
CN5155000000000,51,550,"Chesapeake city, VA",2005,111954,107610,4344,3.9
CN5157000000000,51,570,"Colonial Heights city, VA",2005,9085,8681,404,4.4
CN5158000000000,51,580,"Covington city, VA",2005,2848,2673,175,6.1
CN5159000000000,51,590,"Danville city, VA",2005,21076,18788,2288,10.9
CN5159500000000,51,595,"Emporia city, VA",2005,2443,2293,150,6.1
CN5160000000000,51,600,"Fairfax city, VA",2005,12799,12430,369,2.9
CN5161000000000,51,610,"Falls Church city, VA",2005,6442,6208,234,3.6
CN5162000000000,51,620,"Franklin city, VA",2005,3739,3530,209,5.6
CN5163000000000,51,630,"Fredericksburg city, VA",2005,11260,10719,541,4.8
CN5164000000000,51,640,"Galax city, VA",2005,3122,2949,173,5.5
CN5165000000000,51,650,"Hampton city, VA",2005,66974,63729,3245,4.8
CN5166000000000,51,660,"Harrisonburg city, VA",2005,21009,20141,868,4.1
CN5167000000000,51,670,"Hopewell city, VA",2005,10318,9680,638,6.2
CN5167800000000,51,678,"Lexington city, VA",2005,2325,2195,130,5.6
CN5168000000000,51,680,"Lynchburg city, VA",2005,31349,29809,1540,4.9
CN5168300000000,51,683,"Manassas city, VA",2005,20561,19923,638,3.1
CN5168500000000,51,685,"Manassas Park city, VA",2005,6531,6353,178,2.7
CN5169000000000,51,690,"Martinsville city, VA",2005,5990,5343,647,10.8
CN5170000000000,51,700,"Newport News city, VA",2005,86562,82367,4195,4.8
CN5171000000000,51,710,"Norfolk city, VA",2005,96457,91190,5267,5.5
CN5172000000000,51,720,"Norton city, VA",2005,1530,1439,91,5.9
CN5173000000000,51,730,"Petersburg city, VA",2005,14040,12927,1113,7.9
CN5173500000000,51,735,"Poquoson city, VA",2005,6173,5981,192,3.1
CN5174000000000,51,740,"Portsmouth city, VA",2005,44991,42391,2600,5.8
CN5175000000000,51,750,"Radford city, VA",2005,7251,6897,354,4.9
CN5176000000000,51,760,"Richmond city, VA",2005,95865,90358,5507,5.7
CN5177000000000,51,770,"Roanoke city, VA",2005,45358,43301,2057,4.5
CN5177500000000,51,775,"Salem city, VA",2005,12749,12310,439,3.4
CN5179000000000,51,790,"Staunton city, VA",2005,11257,10862,395,3.5
CN5180000000000,51,800,"Suffolk city, VA",2005,37895,36274,1621,4.3
CN5181000000000,51,810,"Virginia Beach city, VA",2005,220504,212546,7958,3.6
CN5182000000000,51,820,"Waynesboro city, VA",2005,9853,9447,406,4.1
CN5183000000000,51,830,"Williamsburg city, VA",2005,4798,4424,374,7.8
CN5184000000000,51,840,"Winchester city, VA",2005,13768,13307,461,3.3
CN5300100000000,53,001,"Adams County, WA",2005,8158,7570,588,7.2
CN5300300000000,53,003,"Asotin County, WA",2005,10494,9825,669,6.4
CN5300500000000,53,005,"Benton County, WA",2005,84834,79651,5183,6.1
CN5300700000000,53,007,"Chelan County, WA",2005,39360,36891,2469,6.3
CN5300900000000,53,009,"Clallam County, WA",2005,29463,27429,2034,6.9
CN5301100000000,53,011,"Clark County, WA",2005,202217,188478,13739,6.8
CN5301300000000,53,013,"Columbia County, WA",2005,1633,1498,135,8.3
CN5301500000000,53,015,"Cowlitz County, WA",2005,42892,39585,3307,7.7
CN5301700000000,53,017,"Douglas County, WA",2005,19920,18762,1158,5.8
CN5301900000000,53,019,"Ferry County, WA",2005,3005,2712,293,9.8
CN5302100000000,53,021,"Franklin County, WA",2005,29219,27028,2191,7.5
CN5302300000000,53,023,"Garfield County, WA",2005,1079,1016,63,5.8
CN5302500000000,53,025,"Grant County, WA",2005,38288,35330,2958,7.7
CN5302700000000,53,027,"Grays Harbor County, WA",2005,31168,28665,2503,8
CN5302900000000,53,029,"Island County, WA",2005,31655,29652,2003,6.3
CN5303100000000,53,031,"Jefferson County, WA",2005,13567,12756,811,6
CN5303300000000,53,033,"King County, WA",2005,1011908,967878,44030,4.4
CN5303500000000,53,035,"Kitsap County, WA",2005,120710,114154,6556,5.4
CN5303700000000,53,037,"Kittitas County, WA",2005,19077,17870,1207,6.3
CN5303900000000,53,039,"Klickitat County, WA",2005,9356,8579,777,8.3
CN5304100000000,53,041,"Lewis County, WA",2005,30573,28081,2492,8.2
CN5304300000000,53,043,"Lincoln County, WA",2005,4715,4410,305,6.5
CN5304500000000,53,045,"Mason County, WA",2005,23974,22321,1653,6.9
CN5304700000000,53,047,"Okanogan County, WA",2005,20664,19105,1559,7.5
CN5304900000000,53,049,"Pacific County, WA",2005,9077,8392,685,7.5
CN5305100000000,53,051,"Pend Oreille County, WA",2005,5058,4625,433,8.6
CN5305300000000,53,053,"Pierce County, WA",2005,368325,345316,23009,6.2
CN5305500000000,53,055,"San Juan County, WA",2005,8202,7819,383,4.7
CN5305700000000,53,057,"Skagit County, WA",2005,56156,52608,3548,6.3
CN5305900000000,53,059,"Skamania County, WA",2005,5023,4618,405,8.1
CN5306100000000,53,061,"Snohomish County, WA",2005,346287,329802,16485,4.8
CN5306300000000,53,063,"Spokane County, WA",2005,223627,210132,13495,6
CN5306500000000,53,065,"Stevens County, WA",2005,17971,16509,1462,8.1
CN5306700000000,53,067,"Thurston County, WA",2005,121658,115101,6557,5.4
CN5306900000000,53,069,"Wahkiakum County, WA",2005,1626,1500,126,7.7
CN5307100000000,53,071,"Walla Walla County, WA",2005,28918,27139,1779,6.2
CN5307300000000,53,073,"Whatcom County, WA",2005,102278,96802,5476,5.4
CN5307500000000,53,075,"Whitman County, WA",2005,20318,19387,931,4.6
CN5307700000000,53,077,"Yakima County, WA",2005,117324,108066,9258,7.9
CN5400100000000,54,001,"Barbour County, WV",2005,6584,6151,433,6.6
CN5400300000000,54,003,"Berkeley County, WV",2005,43726,41882,1844,4.2
CN5400500000000,54,005,"Boone County, WV",2005,9333,8873,460,4.9
CN5400700000000,54,007,"Braxton County, WV",2005,5895,5517,378,6.4
CN5400900000000,54,009,"Brooke County, WV",2005,11162,10295,867,7.8
CN5401100000000,54,011,"Cabell County, WV",2005,44219,42090,2129,4.8
CN5401300000000,54,013,"Calhoun County, WV",2005,2695,2447,248,9.2
CN5401500000000,54,015,"Clay County, WV",2005,3507,3216,291,8.3
CN5401700000000,54,017,"Doddridge County, WV",2005,2870,2722,148,5.2
CN5401900000000,54,019,"Fayette County, WV",2005,17838,16731,1107,6.2
CN5402100000000,54,021,"Gilmer County, WV",2005,3062,2909,153,5
CN5402300000000,54,023,"Grant County, WV",2005,4961,4628,333,6.7
CN5402500000000,54,025,"Greenbrier County, WV",2005,15123,14133,990,6.5
CN5402700000000,54,027,"Hampshire County, WV",2005,9440,9021,419,4.4
CN5402900000000,54,029,"Hancock County, WV",2005,14784,13615,1169,7.9
CN5403100000000,54,031,"Hardy County, WV",2005,7006,6720,286,4.1
CN5403300000000,54,033,"Harrison County, WV",2005,30568,29024,1544,5.1
CN5403500000000,54,035,"Jackson County, WV",2005,11646,10912,734,6.3
CN5403700000000,54,037,"Jefferson County, WV",2005,24121,23267,854,3.5
CN5403900000000,54,039,"Kanawha County, WV",2005,91073,86345,4728,5.2
CN5404100000000,54,041,"Lewis County, WV",2005,7271,6882,389,5.4
CN5404300000000,54,043,"Lincoln County, WV",2005,7880,7340,540,6.9
CN5404500000000,54,045,"Logan County, WV",2005,12762,12092,670,5.2
CN5404700000000,54,047,"McDowell County, WV",2005,6425,5860,565,8.8
CN5404900000000,54,049,"Marion County, WV",2005,25879,24616,1263,4.9
CN5405100000000,54,051,"Marshall County, WV",2005,15124,14186,938,6.2
CN5405300000000,54,053,"Mason County, WV",2005,10162,9314,848,8.3
CN5405500000000,54,055,"Mercer County, WV",2005,23869,22582,1287,5.4
CN5405700000000,54,057,"Mineral County, WV",2005,13449,12681,768,5.7
CN5405900000000,54,059,"Mingo County, WV",2005,8174,7669,505,6.2
CN5406100000000,54,061,"Monongalia County, WV",2005,44368,42626,1742,3.9
CN5406300000000,54,063,"Monroe County, WV",2005,5744,5458,286,5
CN5406500000000,54,065,"Morgan County, WV",2005,7057,6708,349,4.9
CN5406700000000,54,067,"Nicholas County, WV",2005,10447,9831,616,5.9
CN5406900000000,54,069,"Ohio County, WV",2005,21057,19963,1094,5.2
CN5407100000000,54,071,"Pendleton County, WV",2005,3677,3527,150,4.1
CN5407300000000,54,073,"Pleasants County, WV",2005,3206,2991,215,6.7
CN5407500000000,54,075,"Pocahontas County, WV",2005,3771,3513,258,6.8
CN5407700000000,54,077,"Preston County, WV",2005,14354,13621,733,5.1
CN5407900000000,54,079,"Putnam County, WV",2005,26577,25282,1295,4.9
CN5408100000000,54,081,"Raleigh County, WV",2005,32301,30669,1632,5.1
CN5408300000000,54,083,"Randolph County, WV",2005,12899,12178,721,5.6
CN5408500000000,54,085,"Ritchie County, WV",2005,4613,4326,287,6.2
CN5408700000000,54,087,"Roane County, WV",2005,5448,5017,431,7.9
CN5408900000000,54,089,"Summers County, WV",2005,4709,4393,316,6.7
CN5409100000000,54,091,"Taylor County, WV",2005,6964,6577,387,5.6
CN5409300000000,54,093,"Tucker County, WV",2005,3042,2839,203,6.7
CN5409500000000,54,095,"Tyler County, WV",2005,3617,3336,281,7.8
CN5409700000000,54,097,"Upshur County, WV",2005,10696,10140,556,5.2
CN5409900000000,54,099,"Wayne County, WV",2005,17658,16673,985,5.6
CN5410100000000,54,101,"Webster County, WV",2005,3308,3102,206,6.2
CN5410300000000,54,103,"Wetzel County, WV",2005,6590,5930,660,10
CN5410500000000,54,105,"Wirt County, WV",2005,2520,2321,199,7.9
CN5410700000000,54,107,"Wood County, WV",2005,41140,38740,2400,5.8
CN5410900000000,54,109,"Wyoming County, WV",2005,8193,7725,468,5.7
CN5500100000000,55,001,"Adams County, WI",2005,9705,9030,675,7
CN5500300000000,55,003,"Ashland County, WI",2005,9283,8736,547,5.9
CN5500500000000,55,005,"Barron County, WI",2005,25511,24177,1334,5.2
CN5500700000000,55,007,"Bayfield County, WI",2005,8225,7725,500,6.1
CN5500900000000,55,009,"Brown County, WI",2005,136051,129918,6133,4.5
CN5501100000000,55,011,"Buffalo County, WI",2005,8325,7988,337,4
CN5501300000000,55,013,"Burnett County, WI",2005,8429,7956,473,5.6
CN5501500000000,55,015,"Calumet County, WI",2005,25163,24130,1033,4.1
CN5501700000000,55,017,"Chippewa County, WI",2005,32733,30966,1767,5.4
CN5501900000000,55,019,"Clark County, WI",2005,17671,16694,977,5.5
CN5502100000000,55,021,"Columbia County, WI",2005,31668,30261,1407,4.4
CN5502300000000,55,023,"Crawford County, WI",2005,9581,9114,467,4.9
CN5502500000000,55,025,"Dane County, WI",2005,286385,277382,9003,3.1
CN5502700000000,55,027,"Dodge County, WI",2005,46713,44421,2292,4.9
CN5502900000000,55,029,"Door County, WI",2005,16701,15776,925,5.5
CN5503100000000,55,031,"Douglas County, WI",2005,22750,21545,1205,5.3
CN5503300000000,55,033,"Dunn County, WI",2005,24194,23133,1061,4.4
CN5503500000000,55,035,"Eau Claire County, WI",2005,53915,51712,2203,4.1
CN5503700000000,55,037,"Florence County, WI",2005,2565,2390,175,6.8
CN5503900000000,55,039,"Fond du Lac County, WI",2005,56026,53441,2585,4.6
CN5504100000000,55,041,"Forest County, WI",2005,4964,4619,345,7
CN5504300000000,55,043,"Grant County, WI",2005,26959,25782,1177,4.4
CN5504500000000,55,045,"Green County, WI",2005,20064,19175,889,4.4
CN5504700000000,55,047,"Green Lake County, WI",2005,10309,9707,602,5.8
CN5504900000000,55,049,"Iowa County, WI",2005,14301,13702,599,4.2
CN5505100000000,55,051,"Iron County, WI",2005,3197,2931,266,8.3
CN5505300000000,55,053,"Jackson County, WI",2005,9844,9281,563,5.7
CN5505500000000,55,055,"Jefferson County, WI",2005,42702,40769,1933,4.5
CN5505700000000,55,057,"Juneau County, WI",2005,13351,12541,810,6.1
CN5505900000000,55,059,"Kenosha County, WI",2005,82600,77914,4686,5.7
CN5506100000000,55,061,"Kewaunee County, WI",2005,11833,11301,532,4.5
CN5506300000000,55,063,"La Crosse County, WI",2005,61605,59131,2474,4
CN5506500000000,55,065,"Lafayette County, WI",2005,8974,8606,368,4.1
CN5506700000000,55,067,"Langlade County, WI",2005,10699,10061,638,6
CN5506900000000,55,069,"Lincoln County, WI",2005,15870,15005,865,5.5
CN5507100000000,55,071,"Manitowoc County, WI",2005,45344,43112,2232,4.9
CN5507300000000,55,073,"Marathon County, WI",2005,74573,71495,3078,4.1
CN5507500000000,55,075,"Marinette County, WI",2005,22414,21056,1358,6.1
CN5507700000000,55,077,"Marquette County, WI",2005,7872,7388,484,6.1
CN5507800000000,55,078,"Menominee County, WI",2005,1647,1482,165,10
CN5507900000000,55,079,"Milwaukee County, WI",2005,452601,426508,26093,5.8
CN5508100000000,55,081,"Monroe County, WI",2005,23396,22439,957,4.1
CN5508300000000,55,083,"Oconto County, WI",2005,20280,19114,1166,5.7
CN5508500000000,55,085,"Oneida County, WI",2005,20289,19112,1177,5.8
CN5508700000000,55,087,"Outagamie County, WI",2005,95124,90816,4308,4.5
CN5508900000000,55,089,"Ozaukee County, WI",2005,47803,46028,1775,3.7
CN5509100000000,55,091,"Pepin County, WI",2005,3977,3770,207,5.2
CN5509300000000,55,093,"Pierce County, WI",2005,23402,22443,959,4.1
CN5509500000000,55,095,"Polk County, WI",2005,23933,22694,1239,5.2
CN5509700000000,55,097,"Portage County, WI",2005,39946,38105,1841,4.6
CN5509900000000,55,099,"Price County, WI",2005,8648,8224,424,4.9
CN5510100000000,55,101,"Racine County, WI",2005,98795,92931,5864,5.9
CN5510300000000,55,103,"Richland County, WI",2005,9862,9436,426,4.3
CN5510500000000,55,105,"Rock County, WI",2005,83437,78544,4893,5.9
CN5510700000000,55,107,"Rusk County, WI",2005,8015,7513,502,6.3
CN5510900000000,55,109,"St. Croix County, WI",2005,44750,42696,2054,4.6
CN5511100000000,55,111,"Sauk County, WI",2005,34299,32778,1521,4.4
CN5511300000000,55,113,"Sawyer County, WI",2005,9375,8817,558,6
CN5511500000000,55,115,"Shawano County, WI",2005,22471,21371,1100,4.9
CN5511700000000,55,117,"Sheboygan County, WI",2005,64731,62156,2575,4
CN5511900000000,55,119,"Taylor County, WI",2005,11132,10521,611,5.5
CN5512100000000,55,121,"Trempealeau County, WI",2005,15795,15102,693,4.4
CN5512300000000,55,123,"Vernon County, WI",2005,14277,13628,649,4.5
CN5512500000000,55,125,"Vilas County, WI",2005,11799,11094,705,6
CN5512700000000,55,127,"Walworth County, WI",2005,56027,53674,2353,4.2
CN5512900000000,55,129,"Washburn County, WI",2005,8313,7804,509,6.1
CN5513100000000,55,131,"Washington County, WI",2005,72187,69171,3016,4.2
CN5513300000000,55,133,"Waukesha County, WI",2005,212463,204297,8166,3.8
CN5513500000000,55,135,"Waupaca County, WI",2005,28080,26591,1489,5.3
CN5513700000000,55,137,"Waushara County, WI",2005,12635,11935,700,5.5
CN5513900000000,55,139,"Winnebago County, WI",2005,91444,87390,4054,4.4
CN5514100000000,55,141,"Wood County, WI",2005,39661,37417,2244,5.7
